,title,city,venue,price,genre,link,description
762,"OUTSIDERS at Waters, Pune",pune,"WATERS : Bar & Kitchen, Pune",500 onwards,MUSIC,https://insider.in/hypnotic-hhorses-presents-outsiders-at-waters-pune-oct23-2022/event,des
763,"Caught In A Parade Tour 2022, Pune",pune,"antiSOCIAL, Pune",699 Onwards,MUSIC,https://insider.in/caught-in-a-parade-tour-2022-pune-oct30-2022/event,des
764,"Kayaking on lake at Ananta Ecostays,Igatpuri",pune,"Ananta Ecostays - Adventure /Nature Beyond Limits!, Igatpuri",3600,ADVENTURE,https://insider.in/kayaking-on-lake-at-ananta-ecostaysigatpuri-2021/event,des
765,Dropping Centres in Pune,pune,"Venue to be announced, Pune",Free,OTHER,https://insider.in/dropping-centres-in-pune-dec11-2021/event,des
766,PARTY ALL DAY 12PM TO 12AM,pune,"Bar Shaandaar, Restaurant, Banquet & Roof-Top, Pune",Free,MUSIC,https://insider.in/party-all-day-11am-to-11pm-mar19-2022/event,des
767,PARTY ALL DAY 11AM-11PM,pune,"Bar Shaandaar, Restaurant, Banquet & Roof-Top, Pune",Free,PARTIES,https://insider.in/party-all-day-11am11pm-mar18-2022/event,des
768,DIGITAL CREATOR MEETUP FREE,pune,"Venue to be announced, Pune",Free,TALKS,https://insider.in/digital-creator-meetup-free-mar31-2022/event,des
769,Pawna Lake Bagicha Camping and Kayaking/Boating,pune,"Pavana Lake Camping, Lonavala",699 onwards,CAMPING,https://insider.in/pawna-lake-bagicha-camping-and-kayakingboating-jul12-2022/event,des
770,Pawna Lake Side Camping with TripAdvisor Tour,pune,"Pawna lake camping, Lonavala",1500,CAMPING,https://insider.in/pawna-lake-side-camping-with-tripadvisor-tour-aug9-2022/event,des
771,Day Out @Tents N' Trails,pune,"Tents N' Trails, Mumbai",1099 onwards,TREK,https://insider.in/day-outing-tents-n-trails-2022/event,des
772,TUESDAY LADIES NIGHT - DJ AARON,pune,"Local Gastro Bar KP, Pune",0 onwards,MUSIC,https://insider.in/tuesday-ladies-night-dj-aaron-sep27-2022/event,des
773,Stand Up Comedy Night @Viman Nagar,pune,"Bottle Baash, Pune",Free,COMEDY,https://insider.in/stand-up-comedy-night-viman-nagar-aug31-2022/event,des
774,Visapur Fort Monsoon Trek - Treks & Trails,pune,"Visapur killa, Lonavala",999 onwards,TREK,https://insider.in/visapur-fort-trek-treks-and-trails-jun18-2022/event,des
775,Kaas - The Platue of Flowers Trip with Oonaad Bhramantee B-2,pune,"R Deccan Mall, Pune",1550,TOUR,https://insider.in/kaas-the-platue-of-flowers-trip-with-oonaad-bhramantee-b2-oct1-2022/event,des
776,Matheran Camping - Treks & Trails,pune,"Alexander Heritage And Rainforest Resort, Karjat",1400 onwards,CAMPING,https://insider.in/treks-and-trails-matheran-camping-jun25-2022/event,des
777,Shivarmachi Panshet Lake Camping,pune,"shivarmachi lake view resort & camping panshet, Pune",599 onwards,CAMPING,https://insider.in/shivarmachi-panshet-lake-camping-aug20-2022/event,des
778,Panshet Lakeside Camping - Treks & Trails,pune,"Panshet Camping and Resort-Best Lake Side Camping Near Pune | One Day Picnic Spots Near Pune Khadakwasala backwater camping and resort, Pune",849 onwards,CAMPING,https://insider.in/treks-and-trails-panshet-camping-oct9-2021/event,des
779,Pawna Lake Camping Lonavla,pune,"pawna dam camp, Lonavala",699 onwards,CAMPING,https://insider.in/pawna-lake-camping-lonavla--jan8-2022/event,des
780,Kadak Comedy - A Standup Comedy Lineup Show,pune,"WORDS AND SIPS BOOK CAFE, Pune",99 onwards,COMEDY,https://insider.in/stand-up-comedy-balewadi-jun24-2022/event,des
781,Sixth Ocean + Reviver | antiSOCIAL x Euriska - Episode #8,pune,"antiSOCIAL, Pune",499,MUSIC,https://insider.in/sixth-ocean-reviver-antisocial-x-euriska-episode-8-oct1-2022/event,des
782,F1 FAN MEET - SINGAPORE GP - Raasta Pune,pune,"Raasta, Pune",500,SCREENING,https://insider.in/f1-fan-meet-singapore-gp-raasta-pune-oct2-2022/event,des
783,RCR Live,pune,"The Millers Homebar & Kitchen, Pune",499,LIVE EVENT,https://insider.in/rcr-live-oct7-2022/event,des
784,Igatpuri Secret Camping and Water Sports - Treks & Trails,pune,"Igatpuri Secret Camping and Water Sports, Igatpuri",699 onwards,CAMPING,https://insider.in/igatpuri-secret-camping-and-water-sports-treks-trails-jul9-2022/event,des
785,Karjat Camping - Treks & Trails,pune,"Camptown, Karjat",999 onwards,CAMPING,https://insider.in/karjat-camping-treks-trails-jul23-2022/event,des
786,Sandunes (Live) with JBabe | antiSOCIAL Pune,pune,"antiSOCIAL, Pune",499,MUSIC,https://insider.in/sandunes-live-with-jbabe-antisocial-pune-oct8-2022/event,des
787,Kalsubai Monsoon Trek,pune,"Bhatakna Tours Kalsubai Camping & Trekking, Igatpuri",699 onwards,TREK,https://insider.in/kalsubai-monsoon-trek-aug7-2021/event,des
788,Trading FNO using Open Interest & Nifty Rollover,pune,"Dhayari, Pune",999,WORKSHOPS,https://insider.in/trading-fno-using-open-interest-nifty-rollover-oct9-2022/event,des
789,"""SAFAR"" - A Journey of Hearts by Nisar Shaikh",pune,"Bottle Baash, Pune",149,OTHER,https://insider.in/safar-a-journey-of-hearts-by-nisar-shaikh-oct9-2022/event,des
790,'Bigad Gaye The' by Rajat Sood,pune,"Hippie @ Heart Balewadi High Street, Pune",249 onwards,COMEDY,https://insider.in/bigad-gaye-the-by-rajat-sood-oct9-2022/event,des
791,The Whistle Flea - Diwali Edition,pune,"WTC Music Production Studio, Pune",50 onwards,FLEA MARKET,https://insider.in/the-whistle-flea-diwali-edition-oct14-2022/event,des
792,Mauji Bazaar - The Diwali Flea,pune,"Mauji Time Cafe, Pune",99,SHOPPING,https://insider.in/mauji-bazaar-the-diwali-flea-oct15-2022/event,des
793,Shanti people ft Quantum live in pune,pune,"Orilla, Pune",499 onwards,MUSIC,https://insider.in/shanti-people-ft-quantum-live-in-pune-oct16-2022/event,des
794,PSYREN - Pune,pune,"Drome Arena, Pune",999 onwards,MUSIC,https://insider.in/psyren-oct21-2022/event,des
795,African Art Workshop,pune,"Nukkad Cafe, Pune",1800,ART,https://insider.in/african-art-workshop-oct3-2021/event,des
796,Secret Pools of Karjat,pune,"Karjat Junction, Karjat",799,TREK,https://insider.in/secret-pools-of-karjat-nov19-2022/event,des
797,New Year Celebration at Pawna Dam Camping 2023,pune,"Pawna Lake Camping Pawnacamp, Lonavala",899 onwards,CAMPING,https://insider.in/new-year-celebration-at-pawna-dam-camping-2023-dec31-2022/event,des
798,New Year Eve Pawna Lake Camping Lonavla 2023 | DJ Night Event,pune,"Pawna Lake Camping Pawnacamp, Lonavala",899 onwards,CAMPING,https://insider.in/new-year-celebration-at-pawna-lake-camping-2023-dec31-2022/event,des
799,New Year Parties Celebration In Pune 2023 || Shivarmachi Lake View Camping...,pune,"shivarmachi lake view resort & camping panshet, Pune",999 onwards,CAMPING,https://insider.in/new-year-parties-in-pune-2023-shivarmachi-lake-camping-new-year-celebration-at-panshet-2023-dec31-2022/event,des
800,Ritviz – ‘Mimmi’ Album Launch Tour,agra,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
801,DGTL | Mumbai,agra,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
802,DGTL | New Delhi,agra,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
803,SACRED SPIRIT FESTIVAL,agra,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
804,Same Day Taj Mahal (Agra) Tour by Car from Delhi,agra,"Taj Mahal, Agra",7499,TRAVEL,https://insider.in/same-day-taj-mahal-agra-tour-by-car-from-delhi-sep1-2021/event,des
805,Sunrise Taj Mahal Tour India ITINERARY & PRICE,agra,"Taj Mahal, Agra",7699,TOUR,https://insider.in/sunrise-taj-mahal-tour-india-itinerary-price-oct30-2021/event,des
806,Taj Mahal Guided Tour by TripAdvisor Tour,agra,"Taj Mahal, Agra",1500,TOUR,https://insider.in/taj-mahal-guided-tour-by-tripadvisor-tour-jun27-2022/event,des
807,Agra Mughal Art Walk by Tripadvisor Tour,agra,"Shiv Tea Stall, Agra",1800,TOUR,https://insider.in/agra-mughal-art-walk-by-tripadvisor-tour-jul13-2022/event,des
808,Agra Food Walk by TripAdvisor Tour,agra,"Agra Chaat House, Agra",1800,"WALK, FOOD & MORE",https://insider.in/agra-food-walk-by-tripadvisor-tour-jun24-2022/event,des
809,Karnavati University Garba Mahotsav | Navratri 2022,ahmedabad,"Karnavati University, Gandhinagar",500 onwards,NAVRATRI,https://insider.in/karnavati-university-garba-mahotsav-navratri-2022/event,des
810,Ritviz – ‘Mimmi’ Album Launch Tour,ahmedabad,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
811,Heritage Garba - The Garba Festival of 2022 | Navratri 2022,ahmedabad,"Merriment Party Plot, Ahmedabad",450 onwards,NAVRATRI,https://insider.in/heritage-garba-the-garba-festival-of-2022-navratri-2022/event,des
812,The Kirtidan Gadhvi - Dandiya Dhamal 2022 | Navratri 2022,ahmedabad,"Shantam Farm, Ahmedabad",499 onwards,NAVRATRI,https://insider.in/the-kirtidan-gadhvi-dandiya-dhamal-2022-navratri-2022/event,des
813,DGTL | Mumbai,ahmedabad,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
814,"Ahmedabad FilmCity - ""Dandiya Dhamal 2022"" | Navratri 2022",ahmedabad,"Green Palace, Ahmedabad",300 onwards,NAVRATRI,https://insider.in/ahmedabad-filmcity-dandiya-dhamal-2022-navratri-2022/event,des
815,DGTL | New Delhi,ahmedabad,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
816,Mirchi love dandiya 2022 | Navratri 2022,ahmedabad,"HL college Cricket Ground, Ahmedabad",450,NAVRATRI,https://insider.in/mirchi-love-dandiya-2022-navratri-2022/event,des
817,"Radhe Ras Garba 2022 - Hathijan, Ahmedabad | Navratri 2022",ahmedabad,"Radhe Upavan Resort, Ahmedabad",300 onwards,NAVRATRI,https://insider.in/radhe-ras-garba-2022-hathijan-ahmedabad-navratri-2022/event,des
818,Osman mir | First time in Ahmedabad | Navratri 2022,ahmedabad,"Celebration Tree Party plot & Banquet, Ahmedabad",400 onwards,NAVRATRI,https://insider.in/osman-mir-first-time-in-ahmedabad-navratri-2022/event,des
819,Dandiya Dhamal 2022 - Nikol | Navratri 2022,ahmedabad,"THE DAYAVAN PARTY PLOT, Ahmedabad",300 onwards,NAVRATRI,https://insider.in/dandiya-dhamal-2022-nikol-navratri-2022/event,des
820,Dance Inc. Navratri 2k22 | Navratri 2022,ahmedabad,"Oreva Farm, Ahmedabad",780 onwards,NAVRATRI,https://insider.in/dance-inc-navratri-2k22-navratri-2022/event,des
821,SACRED SPIRIT FESTIVAL,ahmedabad,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
822,ZANKAR NVARATRI 2K22 | Navratri 2022,ahmedabad,"Lavish Greens Party Plot, Ahmedabad",400,NAVRATRI,https://insider.in/zankar-nvaratri-2k22-navratri-2022/event,des
823,Rangeelo Raas Season 3 | Navratri 2022,ahmedabad,"Lavish Greens Party Plot, Ahmedabad",2500 onwards,NAVRATRI,https://insider.in/rangeelo-raas-season-3-navratri-2022/event,des
824,URBAN NAVRATRI WITH DJ NIHAR | Navratri 2022,ahmedabad,"Urban Chowk, Ahmedabad",399 onwards,NAVRATRI,https://insider.in/urban-navratri-with-dj-nihar-navratri-2022/event,des
825,Supermoon ft. B Praak – King of Hearts Tour - Ahmedabad,ahmedabad,"YMCA International Centre, Ahmedabad",799 Onwards,MUSIC,https://insider.in/supermoon-ft-b-praak-king-of-hearts-tour-ahmedabad-november5-2022/event,des
826,Pacham ni Ramzat | Navratri 2022,ahmedabad,"Tilak Farm, Ahmedabad",499,NAVRATRI,https://insider.in/pacham-ni-ramzat-navratri-2022/event,des
827,Salim - Sulaiman Live Concert,ahmedabad,"Club O7, Ahmedabad",500 onwards,MUSIC,https://insider.in/salim-sulaiman-live-concert-oct15-2022/event,des
828,LaughGasm Every Thursday - A Standup Comedy Open Mic,ahmedabad,"Jail Cafe Bar, Ahmedabad",Free,COMEDY,https://insider.in/laughgasm-a-standup-comedy-open-mic-dec9-2021/event,des
829,1ST FRIDAY WITH KDLIVE,ahmedabad,"Skryf Library - Your Doorstep Library, Ahmedabad",100,COMEDY,https://insider.in/1st-friday-with-kdlive-oct7-2022/event,des
830,Apna Open Mic - Ahmedabad - 52nd Edition,ahmedabad,"Camilo Coffee, Ahmedabad",150 onwards,COMEDY,https://insider.in/apna-open-mic-ahmedabad-52nd-edition-oct8-2022/event,des
831,લખોટા ખોવાઈ ગયા,ahmedabad,"Prayogshala, Ahmedabad",200,COMEDY,https://insider.in/--oct8-2022/event,des
832,Madhur Virli Live - A Stand-up Comedy Show | AHMEDABAD,ahmedabad,"Skryf, Ahmedabad",499,COMEDY,https://insider.in/madhur-virli-live-a-standup-comedy-show-ahmedabad-oct9-2022/event,des
833,Karunesh Talwar - Adrak Ka Swaad | Ahmedabad,ahmedabad,"Mehendi Navaz Jung Hall, Ahmedabad",499,COMEDY,https://insider.in/karunesh-talwar-adrak-ka-swaad-ahmedabad-nov12-2022/event,des
834,Ritviz – ‘Mimmi’ Album Launch Tour,ajmer,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
835,DGTL | Mumbai,ajmer,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
836,DGTL | New Delhi,ajmer,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
837,SACRED SPIRIT FESTIVAL,ajmer,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
838,Garba Fusion Night | Navratri 2022,ajmer,"PPS Paradise Marriage Garden, Ajmer",199 onwards,NAVRATRI,https://insider.in/garba-fusion-night-navratri-2022/event,des
839,"Hero ISL 2022-23, Kerala Blasters FC Season Ticket",alappuzha,"Jawaharlal Nehru International Stadium, Kaloor, Kochi, Kochi",2499 Onwards,FOOTBALL,https://insider.in/hero-isl-2022-23-kerala-blasters-fc-season-ticket/event,des
840,Ritviz – ‘Mimmi’ Album Launch Tour,alappuzha,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
841,DGTL | Mumbai,alappuzha,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
842,DGTL | New Delhi,alappuzha,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
843,SACRED SPIRIT FESTIVAL,alappuzha,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
844,Ritviz – ‘Mimmi’ Album Launch Tour,alwar,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
845,DGTL | Mumbai,alwar,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
846,DGTL | New Delhi,alwar,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
847,SACRED SPIRIT FESTIVAL,alwar,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
848,BOUNCE BACK EVENT WITH DR.VIVEK BINDRA IN ALWAR,alwar,"National Academy Senior Secondary School, Alwar",Free,CONFERENCE,https://insider.in/bounce-back-event-with-drvivek-bindra-in-alwar-oct16-2022/event,des
849,Ritviz – ‘Mimmi’ Album Launch Tour,ambikapur,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
850,DGTL | Mumbai,ambikapur,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
851,DGTL | New Delhi,ambikapur,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
852,SACRED SPIRIT FESTIVAL,ambikapur,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
853,"DIL SE DANDIYA, SEASON 3 | Navratri 2022",ambikapur,"Hotel Grand Basant, Ambikapur",599,NAVRATRI,https://insider.in/dil-se-dandiya-season-3-navratri-2022/event,des
854,Test Onground | Non Seated (M-Ticket) @ Insider,ambikapur,"Siraspur Road, Delhi",Free,COMEDY,https://insider.in/test-onground--non-seated-m-ticket--insider/event,des
855,Supermoon ft. B Praak – King of Hearts Tour - Bengaluru,bangalore,"Manpho Convention Centre, Bengaluru",999 Onwards,MUSIC,https://insider.in/supermoon-ft-b-praak-king-of-hearts-tour-bengaluru-october8-2022/event,des
856,Ritviz – ‘Mimmi’ Album Launch Tour,bangalore,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
857,DGTL | Mumbai,bangalore,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
858,DGTL | New Delhi,bangalore,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
859,SteppinOut Music Festival #SMF | Bangalore,bangalore,"Venue To Be Announced, Bangalore, Bengaluru",3999 onwards (2 Day Festival Pass),FESTIVAL,https://insider.in/steppinout-music-festival-smf-bangalore-dec10-2022/event,des
860,SACRED SPIRIT FESTIVAL,bangalore,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
861,Celebrating SPB by RAJHESH VAIDHYA,bangalore,"Chowdiah Memorial Hall, Bengaluru",500 onwards,MUSIC,https://insider.in/celebrating-spb-by-rajhesh-vaidhya-oct1-2022/event,des
862,Go Wild In Dandeli | Namma Trip,bangalore,"Dandeli, Bengaluru","4,999 (Inclusive of all taxes)",ADVENTURE,https://insider.in/go-wild-in-dandeli-raftingcampingwildlife-namma-trip-oct16-2020/event,des
863,Kunti Betta Sunrise Trek & Water Activities | Nammatrip,bangalore,"Kunti Betta Peak, Karnataka, Bengaluru",499 onwards,TREK,https://insider.in/kunti-betta-sunrise-trek-water-activities-nammatrip-oct3-2020/event,des
864,Antaragange Sunrise Trek & Cave Exploration | NammaTrip,bangalore,"Antara Gange, Bengaluru",1249 onwards,TREK,https://insider.in/antaragange-sunrise-trek-cave-exploration-nammatrip-oct3-2020/event,des
865,Sign up for Updates - Bengaluru FC - Hero Indian Super League 2022-23,bangalore,"Sree Kanteerava Stadium, Bengaluru",Free,FOOTBALL,https://insider.in/sign-up-for-updates-on-bengaluru-fc-hero-indian-super-league-2022-23/event,des
866,Kodachadri Trek | Namma Trip,bangalore,"Kodachadri, Karnataka, Bengaluru",3999 onwards,TREK,https://insider.in/kodachadri-trek-namma-trip-oct16-2020/event,des
867,Uttari Betta Sunrise Trek | NammaTrip,bangalore,"Magadi, Bengaluru",499 onwards,TREK,https://insider.in/uttari-betta-sunrise-trek-nammatrip-oct3-2020/event,des
868,Sunrise Trek To Makalidurga | Namma Trip,bangalore,"Makali Durga, Bengaluru","1,249 (*inclusive of taxes)",TREK,https://insider.in/sunrise-trek-to-makalidurga-namma-trip-sep26-2020/event,des
869,Kabbal Durga Sunrise Trek with Water Activities | Namma Trip,bangalore,"Kabbaldurga, Bengaluru",1249 (*Inclusive of taxes),TREK,https://insider.in/kabbal-durga-sunrise-trek-with-water-activities-namma-trip-may18-2019/event,des
870,Skandagiri Sunrise Trek | Nammatrip,bangalore,"Skandagiri, Bengaluru",599 onwards,TREK,https://insider.in/skandagiri-sunrise-trek-feb8-2019/event,des
871,Ritviz – ‘Mimmi’ Album Launch Tour,bhilai,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
872,MILIND GABA'S LIVE CONCERT DMF 2022.,bhilai,"Empyrean hotels & resort, Bhilai",499 onwards,MUSIC,https://insider.in/dhoon-music-festival-2022-oct16-2022/event,des
873,DGTL | Mumbai,bhilai,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
874,DGTL | New Delhi,bhilai,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
875,Avalon Live I Raipur,bhilai,"The Aluxor Inn, Raipur",Free,MUSIC,https://insider.in/avalon-live-i-raipur-sep25-2022/event,des
876,SACRED SPIRIT FESTIVAL,bhilai,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
877,FREAK FIGHTER WRESTLING (THE UNIQUE WAR),bhilai,"Balbir Singh Juneja Indoor Stadium, Raipur",499 onwards,OTHER,https://insider.in/freak-fighter-wrestling-the-unique-war-oct9-2022/event,des
